Idade;Classe de Trabalho;Peso Final;Educacao;Id-Educacao;Estado Civil;Ocupacao;Relacao;Raca;Sexo;Ganho de Capital;Perda de Capital;Horas-Por-Semana;Nacionalidade;Ganho Anual
24; Trabalhador-nao-autonomo;236769; 7ou8-ano;4; Conjuge-civ-casado; Reparo-artesanal; Marido; Branco; Masculino;0;0;40;Brasil; <=25K
39; Privado;22494; Bacharelado;13; Nunca-casou; Executivo-gerencial; Nao-membro-da-familia; Branco; Feminino;0;0;40;Brasil; <=25K
60; Governo-federal;129379; Faculdade;10; Conjuge-civ-casado; Suporte-Tecnico; Marido; Branco; Masculino;0;0;40;Brasil; <=25K
22; Privado;239098; Formado-EM;9; Nunca-casou; Outros-servicos; Nao-casado; Branco; Feminino;0;0;40;Brasil; <=25K
27; Privado;167501; Bacharelado;13; Nunca-casou; Executivo-gerencial; Filho-proprio; Branco; Feminino;0;0;40;Brasil; <=25K
35; Privado;77146; Bacharelado;13; Conjuge-civ-casado; Vendas; Marido; Branco; Masculino;0;0;45;Brasil; >25K
47; Privado;82797; Bacharelado;13; Conjuge-civ-casado; Profissional-especializado; Marido; Branco; Masculino;0;0;50;Brasil; <=25K
33; Trabalhador-nao-autonomo;134886; Bacharelado;13; Conjuge-civ-casado; Profissional-especializado; Esposa; Branco; Feminino;0;0;50;Brasil; >25K
40; Trabalhador-autonomo;218558; Bacharelado;13; Conjuge-civ-casado; Executivo-gerencial; Marido; Branco; Masculino;0;0;45;Brasil; >25K
38; Privado;207568; Bacharelado;13; Conjuge-civ-casado; Executivo-gerencial; Marido; Branco; Masculino;5178;0;40;Brasil; >25K
26; Privado;196899; Associacao-academica;12; Separado; Reparo-artesanal; Nao-membro-da-familia; Outros; Feminino;0;0;40;Brasil; <=25K
54; Trabalhador-nao-autonomo;200960; Bacharelado;13; Conjuge-civ-casado; Vendas; Marido; Branco; Masculino;0;0;50;Brasil; >25K
39; Privado;188069; Bacharelado;13; Conjuge-civ-casado; Operador-maquina; Marido; Branco; Masculino;0;0;40;Brasil; <=25K
60; Privado;232337; 7ou8-ano;4; Divorciado; Operador-maquina; Nao-membro-da-familia; Branco; Masculino;0;0;40;Brasil; <=25K
32; Privado;98656; Mestrado;14; Nunca-casou; Executivo-gerencial; Nao-membro-da-familia; Branco; Feminino;0;0;40;Brasil; <=25K
19; Chefe-de-estado;194260; Faculdade;10; Nunca-casou; Assistente-administrativo; Filho-proprio; Branco; Feminino;0;0;15;Brasil; <=25K
49; ?;481987; Formado-EM;9; Conjuge-civ-casado; ?; Marido; Branco; Masculino;0;0;60;Brasil; <=25K
31; Privado;234976; 2-colegial;7; Nunca-casou; Assistente-administrativo; Nao-casado; Branco; Feminino;0;0;48;Brasil; <=25K
29; Privado;349116; Formado-EM;9; Separado; Vendas; Nao-casado; Branco; Feminino;0;0;25;Brasil; <=25K
39; Privado;175390; Formado-EM;9; Nunca-casou; Vendas; Nao-casado; Negro; Feminino;0;0;40;Brasil; <=25K
42; Privado;187720; Mestrado;14; Conjuge-civ-casado; Vendas; Marido; Branco; Masculino;15024;0;50;Brasil; >25K
26; Privado;214637; Formado-EM;9; Divorciado; Outros-servicos; Nao-casado; Branco; Feminino;0;0;35;Brasil; <=25K
27; Privado;185127; Curso-profissionalizante;11; Nunca-casou; Executivo-gerencial; Filho-proprio; Branco; Masculino;0;0;40;Brasil; <=25K
52; Privado;98752; 9-ano;5; Viuvo; Assistente-administrativo; Nao-casado; Branco; Feminino;0;0;40;Brasil; <=25K
50; Governo-municipal;218382; Faculdade;10; Divorciado; Outros-servicos; Nao-casado; Negro; Feminino;0;0;40;Brasil; <=25K
51; Privado;153486; Formado-EM;9; Conjuge-civ-casado; Operador-maquina; Marido; Branco; Masculino;0;0;45;Brasil; >25K
51; Governo-federal;174102; Formado-EM;9; Conjuge-civ-casado; Assistente-administrativo; Marido; Branco; Masculino;0;0;40;Brasil; >25K
40; Privado;137142; Formado-EM;9; Conjuge-civ-casado; Vendas; Marido; Branco; Masculino;0;0;40;Brasil; >25K
61; Privado;241013; 7ou8-ano;4; Viuvo; Fazenda-pesca; Nao-membro-da-familia; Negro; Masculino;0;0;40;Brasil; <=25K
35; Privado;267798; Formado-EM;9; Divorciado; Reparo-artesanal; Nao-casado; Branco; Masculino;0;0;40;Brasil; <=25K
41; ?;152880; Formado-EM;9; Divorciado; ?; Nao-membro-da-familia; Negro; Feminino;0;0;28;Brasil; <=25K
31; Privado;263561; Mestrado;14; Conjuge-civ-casado; Executivo-gerencial; Marido; Branco; Masculino;0;0;40;Brasil; >25K
43; Privado;113324; Formado-EM;9; Conjuge-civ-casado; Reparo-artesanal; Marido; Branco; Masculino;0;1902;40;Brasil; >25K
20; Privado;39764; Formado-EM;9; Nunca-casou; Limpeza; Filho-proprio; Branco; Masculino;0;0;40;Brasil; <=25K
35; Privado;172186; Faculdade;10; Separado; Reparo-artesanal; Nao-membro-da-familia; Branco; Masculino;0;0;40;Brasil; <=25K
30; Privado;460408; Faculdade;10; Conjuge-civ-casado; Vendas; Marido; Branco; Masculino;0;1672;45;Brasil; <=25K
42; Trabalhador-nao-autonomo;185129; Pos-graduado;15; Conjuge-civ-casado; Profissional-especializado; Marido; Branco; Masculino;0;1887;40;Brasil; >25K
51; Privado;61270; Formado-EM;9; Conjuge-civ-casado; Limpeza; Marido; Branco; Masculino;0;0;40;Brasil; >25K
39; Trabalhador-autonomo;124685; Mestrado;14; Divorciado; Executivo-gerencial; Nao-membro-da-familia; Asiatico; Masculino;0;0;99;Brasil; >25K
69; Trabalhador-nao-autonomo;76968; 9-ano;5; Conjuge-civ-casado; Fazenda-pesca; Marido; Branco; Masculino;0;0;25;Brasil; <=25K
63; ?;310396; 9-ano;5; Conjuge-civ-casado; ?; Marido; Branco; Masculino;5178;0;40;Brasil; >25K
29; Governo-federal;37933; Faculdade;10; Nunca-casou; Assistente-administrativo; Nao-casado; Negro; Feminino;2174;0;40;Brasil; <=25K
21; Privado;38772; Faculdade;10; Nunca-casou; Vendas; Filho-proprio; Branco; Masculino;0;0;20;Brasil; <=25K
24; Privado;172496; Bacharelado;13; Nunca-casou; Suporte-Tecnico; Nao-membro-da-familia; Branco; Masculino;0;0;55;Brasil; <=25K
55; Privado;306164; Formado-EM;9; Conjuge-civ-casado; Outros-servicos; Marido; Negro; Masculino;0;0;40;Brasil; <=25K
42; Trabalhador-nao-autonomo;33795; Formado-EM;9; Conjuge-civ-casado; Reparo-artesanal; Marido; Branco; Masculino;0;0;45;Brasil; <=25K
48; Privado;47686; 2-colegial;7; Conjuge-civ-casado; Outros-servicos; Esposa; Branco; Feminino;0;0;40;Brasil; <=25K
31; Privado;193132; Bacharelado;13; Nunca-casou; Suporte-Tecnico; Nao-membro-da-familia; Branco; Feminino;0;0;42;Brasil; <=25K
52; Privado;400004; Curso-profissionalizante;11; Conjuge-civ-casado; Executivo-gerencial; Marido; Branco; Masculino;0;0;40;Brasil; >25K
30; Privado;101283; Faculdade;10; Nunca-casou; Outros-servicos; Nao-membro-da-familia; Branco; Feminino;0;0;40;Brasil; <=25K
29; Privado;192384; Formado-EM;9; Nunca-casou; Reparo-artesanal; Nao-membro-da-familia; Branco; Masculino;0;0;40;Brasil; <=25K
32; Privado;113838; Faculdade;10; Conjuge-civ-casado; Limpeza; Marido; Branco; Masculino;0;0;40;Brasil; <=25K
47; Privado;278322; Faculdade;10; Conjuge-civ-casado; Profissional-especializado; Marido; Branco; Masculino;7688;0;40;Brasil; >25K
56; Privado;199713; 9-ano;5; Conjuge-civ-casado; Reparo-artesanal; Marido; Branco; Masculino;0;0;40;Brasil; <=25K
40; Privado;236021; Faculdade;10; Conjuge-civ-casado; Movimentacao-de-transporte; Marido; Branco; Masculino;0;0;40;Brasil; <=25K
20; Privado;138938; Faculdade;10; Nunca-casou; Profissional-especializado; Filho-proprio; Branco; Feminino;0;0;10;Brasil; <=25K
36; Privado;126946; Faculdade;10; Separado; Reparo-artesanal; Nao-membro-da-familia; Branco; Masculino;0;0;40;Brasil; <=25K
45; Privado;44791; Bacharelado;13; Nunca-casou; Profissional-especializado; Nao-membro-da-familia; Branco; Masculino;0;0;40;Brasil; <=25K
38; Privado;31964; 9-ano;5; Conjuge-civ-casado; Assistente-administrativo; Marido; Branco; Masculino;0;0;40;Brasil; <=25K
60; Chefe-de-estado;352156; Pos-graduado;15; Conjuge-civ-casado; Profissional-especializado; Marido; Branco; Masculino;0;0;40;Brasil; >25K
70; Trabalhador-nao-autonomo;205860; Mestrado;14; Conjuge-civ-casado; Executivo-gerencial; Marido; Negro; Masculino;0;0;40;Brasil; <=25K
21; Privado;113106; Faculdade;10; Nunca-casou; Outros-servicos; Filho-proprio; Branco; Feminino;0;0;30;Brasil; <=25K
57; Privado;89182; Formado-EM;9; Viuvo; Assistente-administrativo; Nao-membro-da-familia; Branco; Feminino;0;0;40;Brasil; <=25K
33; Privado;250782; Formado-EM;9; Conjuge-civ-casado; Operador-maquina; Marido; Branco; Masculino;0;0;48;Brasil; <=25K
37; Privado;193855; Formado-EM;9; Conjuge-civ-casado; Reparo-artesanal; Marido; Branco; Masculino;0;1902;50;Brasil; <=25K
50; Trabalhador-nao-autonomo;132716; Pos-graduado;15; Conjuge-civ-casado; Executivo-gerencial; Marido; Branco; Masculino;99999;0;50;Brasil; >25K
68; Privado;218637; Faculdade;10; Conjuge-civ-casado; Vendas; Marido; Branco; Masculino;0;2377;55;Brasil; >25K
28; Privado;177955; 2-colegial;7; Conjuge-civ-casado; Assistente-administrativo; Esposa; Branco; Feminino;0;0;40;Brasil; <=25K
32; Privado;198660; Faculdade;10; Conjuge-civ-casado; Reparo-artesanal; Marido; Branco; Masculino;0;0;40;Brasil; <=25K
30; Privado;207937; Pos-graduado;15; Divorciado; Profissional-especializado; Nao-membro-da-familia; Branco; Masculino;10520;0;50;Brasil; >25K
18; Privado;168740; 2-colegial;7; Nunca-casou; Limpeza; Filho-proprio; Branco; Masculino;0;0;30;Brasil; <=25K
45; Privado;199625; Faculdade;10; Divorciado; Profissional-especializado; Nao-casado; Branco; Feminino;0;0;20;Brasil; <=25K
22; Privado;213902; Formado-EM;9; Nunca-casou; Assistente-administrativo; Nao-casado; Branco; Feminino;0;0;40;Brasil; <=25K
38; Privado;208379; Bacharelado;13; Nunca-casou; Operador-maquina; Nao-membro-da-familia; Branco; Feminino;0;0;8;Brasil; <=25K
37; Privado;113120; Curso-profissionalizante;11; Divorciado; Profissional-especializado; Nao-membro-da-familia; Branco; Feminino;0;0;40;Brasil; <=25K
23; Privado;57827; Bacharelado;13; Nunca-casou; Fazenda-pesca; Nao-membro-da-familia; Branco; Masculino;0;0;40;Brasil; <=25K
59; Privado;515712; 7ou8-ano;4; Conjuge-civ-casado; Reparo-artesanal; Marido; Branco; Masculino;0;0;40;Brasil; <=25K
48; Trabalhador-autonomo;54190; Pos-graduado;15; Conjuge-civ-casado; Profissional-especializado; Marido; Branco; Masculino;15024;0;40;Brasil; >25K
53; Trabalhador-autonomo;134793; Faculdade;10; Conjuge-civ-casado; Executivo-gerencial; Marido; Branco; Masculino;15024;0;50;Brasil; >25K
18; Privado;396270; Formado-EM;9; Nunca-casou; Assistente-administrativo; Filho-proprio; Branco; Masculino;0;0;25;Brasil; <=25K
30; Privado;231620; Bacharelado;13; Nunca-casou; Vendas; Nao-membro-da-familia; Branco; Feminino;0;0;40;Brasil; <=25K
50; Privado;174655; Faculdade;10; Conjuge-civ-casado; Vendas; Marido; Branco; Masculino;0;0;45;Brasil; >25K
63; ?;97823; 2-colegial;7; Conjuge-civ-casado; ?; Marido; Branco; Masculino;0;0;40;Brasil; <=25K
38; Trabalhador-nao-autonomo;344480; Formado-EM;9; Conjuge-civ-casado; Reparo-artesanal; Marido; Branco; Masculino;4064;0;40;Brasil; <=25K
48; Privado;176732; 9-ano;5; Divorciado; Vendas; Nao-membro-da-familia; Branco; Feminino;0;0;40;Brasil; <=25K
60; Privado;143932; Formado-EM;9; Conjuge-civ-casado; Reparo-artesanal; Marido; Branco; Masculino;0;0;40;Brasil; <=25K
46; Privado;551962; Formado-EM;9; Separado; Limpeza; Nao-casado; Branco; Feminino;0;0;50;Brasil; <=25K
30; ?;298577; Formado-EM;9; Nunca-casou; ?; Filho-proprio; Branco; Masculino;0;0;30;Brasil; <=25K
39; Privado;257942; Bacharelado;13; Conjuge-civ-casado; Vendas; Marido; Branco; Masculino;0;0;60;Brasil; >25K
55; Governo-municipal;253062; Faculdade;10; Conjuge-civ-casado; Profissional-especializado; Marido; Branco; Masculino;0;0;40;Brasil; >25K
17; Privado;193748; 2-colegial;7; Nunca-casou; Vendas; Filho-proprio; Branco; Masculino;0;0;15;Brasil; <=25K
46; Privado;368561; Bacharelado;13; Conjuge-civ-casado; Vendas; Marido; Branco; Masculino;0;0;55;Brasil; >25K
50; Privado;192964; Formado-EM;9; Divorciado; Vendas; Nao-casado; Branco; Feminino;0;0;65;Brasil; <=25K
32; Privado;217304; Bacharelado;13; Nunca-casou; Seguranca; Nao-membro-da-familia; Negro; Masculino;0;0;30;Brasil; <=25K
18; Privado;120029; Formado-EM;9; Nunca-casou; Outros-servicos; Filho-proprio; Branco; Feminino;0;0;40;Brasil; <=25K
34; Privado;62124; Formado-EM;9; Separado; Outros-servicos; Nao-membro-da-familia; Negro; Masculino;0;0;40;Brasil; <=25K
50; Privado;94885; Bacharelado;13; Divorciado; Profissional-especializado; Nao-membro-da-familia; Branco; Masculino;0;0;45;Brasil; >25K
32; Privado;192565; 2-colegial;7; Conjuge-civ-casado; Executivo-gerencial; Marido; Branco; Masculino;0;0;55;Brasil; <=25K
23; Governo-municipal;220912; Bacharelado;13; Nunca-casou; Profissional-especializado; Nao-membro-da-familia; Negro; Feminino;0;0;40;Brasil; <=25K
26; Privado;184120; Bacharelado;13; Nunca-casou; Profissional-especializado; Nao-membro-da-familia; Branco; Masculino;0;0;50;Brasil; <=25K
46; Privado;140782; Associacao-academica;12; Divorciado; Profissional-especializado; Nao-membro-da-familia; Branco; Feminino;0;0;50;Brasil; <=25K
43; Trabalhador-autonomo;170785; Faculdade;10; Conjuge-civ-casado; Vendas; Marido; Branco; Masculino;0;0;55;Brasil; <=25K
32; Privado;90705; Formado-EM;9; Conjuge-civ-casado; Movimentacao-de-transporte; Marido; Branco; Masculino;0;0;60;Brasil; >25K
37; Chefe-de-estado;108293; Associacao-academica;12; Divorciado; Profissional-especializado; Nao-casado; Branco; Feminino;0;0;38;Brasil; <=25K
48; Privado;168283; Faculdade;10; Conjuge-civ-casado; Movimentacao-de-transporte; Marido; Branco; Masculino;0;0;45;Brasil; >25K
28; Privado;339372; Bacharelado;13; Nunca-casou; Assistente-administrativo; Nao-membro-da-familia; Branco; Masculino;0;1408;40;Brasil; <=25K
43; Privado;193672; Formado-EM;9; Conjuge-civ-casado; Operador-maquina; Marido; Branco; Masculino;0;0;40;Brasil; <=25K
51; Governo-municipal;143865; 1-colegial;6; Viuvo; Outros-servicos; Nao-membro-da-familia; Branco; Feminino;0;0;24;Brasil; <=25K
30; Privado;209317; Formado-EM;9; Nunca-casou; Operador-maquina; Nao-membro-da-familia; Branco; Masculino;0;0;50;Brasil; <=25K
34; Chefe-de-estado;204461; Mestrado;14; Conjuge-civ-casado; Profissional-especializado; Marido; Branco; Masculino;0;0;50;Brasil; >25K
34; Privado;137088; Formado-EM;9; Conjuge-civ-casado; Reparo-artesanal; Membro-da-familia; Nordicos; Masculino;0;0;40;Brasil; <=25K
41; Privado;149102; Bacharelado;13; Conjuge-civ-casado; Executivo-gerencial; Marido; Branco; Masculino;0;0;60;Brasil; >25K
53; Privado;182855; 1-colegial;6; Divorciado; Assistente-administrativo; Nao-casado; Branco; Feminino;0;0;48;Brasil; <=25K
42; Privado;572751; Pre-escola;1; Conjuge-civ-casado; Reparo-artesanal; Marido; Branco; Masculino;0;0;40;Brasil; <=25K
18; Privado;83451; Formado-EM;9; Nunca-casou; Outros-servicos; Filho-proprio; Branco; Feminino;0;0;30;Brasil; <=25K
81; Privado;98116; Bacharelado;13; Viuvo; Vendas; Nao-membro-da-familia; Branco; Masculino;0;0;50;Brasil; >25K
40; Privado;119225; Curso-profissionalizante;11; Conjuge-civ-casado; Profissional-especializado; Marido; Branco; Masculino;0;0;40;Brasil; <=25K
26; Privado;134888; Bacharelado;13; Nunca-casou; Suporte-Tecnico; Filho-proprio; Branco; Feminino;0;0;35;Brasil; <=25K
20; Privado;745817; Faculdade;10; Nunca-casou; Suporte-Tecnico; Filho-proprio; Branco; Feminino;0;0;15;Brasil; <=25K
41; Privado;88368; Formado-EM;9; Nunca-casou; Vendas; Nao-membro-da-familia; Branco; Feminino;0;0;50;Brasil; <=25K
49; Chefe-de-estado;122066; Mestrado;14; Conjuge-civ-casado; Profissional-especializado; Marido; Branco; Masculino;0;0;45;Brasil; >25K
22; Privado;363219; Faculdade;10; Nunca-casou; Outros-servicos; Nao-membro-da-familia; Branco; Feminino;0;0;20;Brasil; <=25K
46; Privado;84402; Bacharelado;13; Divorciado; Profissional-especializado; Nao-membro-da-familia; Branco; Masculino;0;0;45;Brasil; >25K
56; Privado;34626; Faculdade;10; Divorciado; Executivo-gerencial; Nao-membro-da-familia; Branco; Feminino;0;1980;40;Brasil; <=25K
35; Privado;150042; Formado-EM;9; Conjuge-civ-casado; Executivo-gerencial; Esposa; Branco; Feminino;0;0;40;Brasil; >25K
34; Privado;48014; Bacharelado;13; Separado; Executivo-gerencial; Nao-membro-da-familia; Branco; Feminino;0;0;35;Brasil; <=25K
29; Governo-municipal;177398; Mestrado;14; Conjuge-civ-casado; Profissional-especializado; Esposa; Branco; Feminino;0;0;40;Brasil; >25K
28; Privado;373698; 3-colegial;8; Conjuge-civ-casado; Profissional-especializado; Marido; Branco; Masculino;0;0;45;Brasil; <=25K
35; Privado;422933; Bacharelado;13; Nunca-casou; Outros-servicos; Nao-membro-da-familia; Branco; Masculino;0;0;37;Brasil; <=25K
29; Privado;131088; Faculdade;10; Conjuge-civ-casado; Executivo-gerencial; Marido; Branco; Masculino;0;0;40;Brasil; <=25K
21; Privado;178255; Faculdade;10; Nunca-casou; Assistente-administrativo; Nao-membro-da-familia; Branco; Feminino;0;0;30;Brasil; <=25K
52; Trabalhador-nao-autonomo;129311; Faculdade;10; Conjuge-civ-casado; Executivo-gerencial; Marido; Branco; Masculino;0;0;95;Brasil; >25K
45; Privado;473171; Formado-EM;9; Conjuge-civ-casado; Reparo-artesanal; Marido; Branco; Masculino;0;0;40;Brasil; <=25K
43; Privado;236985; Formado-EM;9; Conjuge-civ-casado; Reparo-artesanal; Marido; Negro; Masculino;0;0;40;Brasil; <=25K
35; ?;226379; Formado-EM;9; Conjuge-civ-casado; ?; Membro-da-familia; Branco; Feminino;0;0;25;Brasil; <=25K
21; ?;277700; Faculdade;10; Nunca-casou; ?; Filho-proprio; Branco; Masculino;0;0;20;Brasil; <=25K
35; Privado;207568; 1-colegial;6; Nunca-casou; Outros-servicos; Filho-proprio; Branco; Masculino;0;0;40;Brasil; <=25K
30; Privado;85708; Formado-EM;9; Conjuge-civ-casado; Assistente-administrativo; Marido; Branco; Masculino;0;0;40;Brasil; <=25K
45; Privado;98765; Formado-EM;9; Nunca-casou; Operador-maquina; Nao-casado; Branco; Feminino;0;0;40;Brasil; <=25K
29; Privado;192283; Faculdade;10; Nunca-casou; Outros-servicos; Membro-da-familia; Branco; Feminino;0;0;20;Brasil; <=25K
29; Chefe-de-estado;271012; 1-colegial;6; Nunca-casou; Outros-servicos; Filho-proprio; Negro; Feminino;0;0;40;Brasil; <=25K
33; Privado;189265; Bacharelado;13; Nunca-casou; Executivo-gerencial; Nao-membro-da-familia; Branco; Feminino;0;0;40;Brasil; <=25K
17; Privado;321880; 1-colegial;6; Nunca-casou; Outros-servicos; Filho-proprio; Negro; Masculino;0;0;15;Brasil; <=25K
52; Privado;177465; Formado-EM;9; Divorciado; Vendas; Nao-casado; Branco; Feminino;0;0;25;Brasil; <=25K
24; Privado;127647; Faculdade;10; Separado; Assistente-administrativo; Nao-casado; Branco; Feminino;0;0;35;Brasil; <=25K
32; Chefe-de-estado;119033; Formado-EM;9; Conjuge-civ-casado; Movimentacao-de-transporte; Marido; Branco; Masculino;0;0;40;Brasil; >25K
40; Privado;289748; Bacharelado;13; Nunca-casou; Executivo-gerencial; Nao-membro-da-familia; Branco; Feminino;4650;0;48;Brasil; <=25K
32; Privado;209317; Formado-EM;9; Separado; Executivo-gerencial; Nao-membro-da-familia; Branco; Masculino;0;0;40;Brasil; <=25K
33; Privado;284531; Bacharelado;13; Nunca-casou; Vendas; Nao-membro-da-familia; Branco; Feminino;0;0;40;Brasil; <=25K
30; Privado;251120; 7ou8-ano;4; Nunca-casou; Reparo-artesanal; Nao-membro-da-familia; Branco; Masculino;0;0;38;Brasil; <=25K
28; Privado;113870; Formado-EM;9; Nunca-casou; Assistente-administrativo; Nao-membro-da-familia; Branco; Masculino;0;0;40;Brasil; <=25K
62; Sem-remuneracao;170114; Associacao-academica;12; Conjuge-civ-casado; Fazenda-pesca; Marido; Branco; Masculino;0;0;50;Brasil; <=25K
46; Governo-municipal;121124; Bacharelado;13; Conjuge-civ-casado; Seguranca; Marido; Branco; Masculino;15024;0;40;Brasil; >25K
32; Privado;328199; Curso-profissionalizante;11; Nunca-casou; Suporte-Tecnico; Nao-membro-da-familia; Branco; Feminino;0;0;64;Brasil; <=25K
26; Privado;206307; Formado-EM;9; Conjuge-civ-casado; Reparo-artesanal; Marido; Branco; Masculino;0;0;40;Brasil; >25K
41; Trabalhador-autonomo;236021; Bacharelado;13; Conjuge-civ-casado; Profissional-especializado; Marido; Branco; Masculino;15024;0;40;Brasil; >25K
57; Governo-federal;170603; Faculdade;10; Conjuge-civ-casado; Assistente-administrativo; Marido; Branco; Masculino;0;0;40;Brasil; >25K
52; Privado;74275; Faculdade;10; Conjuge-civ-casado; Vendas; Marido; Branco; Masculino;7298;0;45;Brasil; >25K
35; Trabalhador-nao-autonomo;112271; Bacharelado;13; Conjuge-civ-casado; Executivo-gerencial; Marido; Branco; Masculino;0;0;50;Brasil; >25K
19; Privado;118306; Formado-EM;9; Nunca-casou; Limpeza; Filho-proprio; Branco; Masculino;0;0;16;Brasil; <=25K
49; Privado;126754; Bacharelado;13; Nunca-casou; Executivo-gerencial; Nao-membro-da-familia; Branco; Masculino;0;0;45;Brasil; >25K
47; Privado;267205; Curso-profissionalizante;11; Conjuge-civ-casado; Reparo-artesanal; Marido; Branco; Masculino;0;0;60;Brasil; >25K
38; Privado;205359; 2-colegial;7; Conjuge-civ-casado; Assistente-administrativo; Esposa; Branco; Feminino;0;0;32;Brasil; <=25K
30; Privado;398662; Formado-EM;9; Nunca-casou; Operador-maquina; Filho-proprio; Branco; Masculino;0;0;40;Brasil; <=25K
32; Privado;202498; 2-colegial;7; Conjuge-civ-casado; Limpeza; Marido; Branco; Masculino;0;0;40;Brasil; <=25K
32; Privado;105650; Formado-EM;9; Conjuge-civ-casado; Executivo-gerencial; Esposa; Branco; Feminino;0;0;50;Brasil; >25K
46; Privado;191204; Curso-profissionalizante;11; Nunca-casou; Executivo-gerencial; Filho-proprio; Branco; Feminino;0;0;40;Brasil; <=25K
22; Privado;56582; Formado-EM;9; Nunca-casou; Fazenda-pesca; Nao-membro-da-familia; Branco; Masculino;0;0;50;Brasil; <=25K
47; Governo-municipal;51579; Faculdade;10; Conjuge-civ-casado; Seguranca; Marido; Branco; Masculino;0;0;50;Brasil; <=25K
57; Trabalhador-nao-autonomo;152030; Faculdade;10; Conjuge-civ-casado; Vendas; Esposa; Branco; Feminino;0;0;25;Brasil; >25K
47; Privado;227310; Faculdade;10; Divorciado; Assistente-administrativo; Nao-casado; Negro; Feminino;0;0;40;Brasil; <=25K
41; Privado;55854; Bacharelado;13; Conjuge-civ-casado; Profissional-especializado; Marido; Branco; Masculino;0;0;56;Brasil; >25K
36; Governo-municipal;28996; Formado-EM;9; Conjuge-civ-casado; Movimentacao-de-transporte; Marido; Branco; Masculino;0;0;40;Brasil; <=25K
32; Privado;160634; Bacharelado;13; Conjuge-civ-casado; Fazenda-pesca; Marido; Branco; Masculino;0;0;60;Brasil; <=25K
37; Privado;222450; 2-colegial;7; Casado-conjuge-ausente; Outros-servicos; Membro-da-familia; Branco; Masculino;0;0;40;Brasil; <=25K
36; Trabalhador-autonomo;180419; Formado-EM;9; Conjuge-civ-casado; Fazenda-pesca; Marido; Branco; Masculino;0;0;45;Brasil; <=25K
64; Privado;116084; Formado-EM;9; Conjuge-civ-casado; Reparo-artesanal; Marido; Branco; Masculino;2635;0;40;Brasil; <=25K
17; Privado;202521; 1-colegial;6; Nunca-casou; Outros-servicos; Filho-proprio; Branco; Masculino;0;0;15;Brasil; <=25K
23; Privado;186014; Faculdade;10; Nunca-casou; Assistente-administrativo; Filho-proprio; Branco; Feminino;0;0;15;Brasil; <=25K
40; Privado;88368; Faculdade;10; Divorciado; Assistente-administrativo; Nao-casado; Branco; Feminino;914;0;40;Brasil; <=25K
42; Chefe-de-estado;190044; Bacharelado;13; Conjuge-civ-casado; Executivo-gerencial; Marido; Branco; Masculino;15024;0;50;Brasil; >25K
37; Trabalhador-nao-autonomo;35330; Formado-EM;9; Conjuge-civ-casado; Outros-servicos; Marido; Branco; Masculino;0;0;42;Brasil; <=25K
35; Governo-federal;84848; Faculdade;10; Nunca-casou; Limpeza; Nao-casado; Branco; Feminino;0;0;40;Brasil; <=25K
56; Trabalhador-nao-autonomo;176280; Formado-EM;9; Divorciado; Outros-servicos; Nao-membro-da-familia; Branco; Masculino;0;0;50;Brasil; <=25K
52; Privado;145271; Bacharelado;13; Conjuge-civ-casado; Reparo-artesanal; Marido; Asiatico; Masculino;0;0;40;Brasil; <=25K
37; Governo-municipal;108320; Bacharelado;13; Conjuge-civ-casado; Suporte-Tecnico; Marido; Branco; Masculino;0;0;45;Brasil; >25K
48; Chefe-de-estado;106377; Doutorado;16; Conjuge-civ-casado; Profissional-especializado; Marido; Branco; Masculino;0;0;65;Brasil; >25K
24; Privado;258730; Formado-EM;9; Divorciado; Outros-servicos; Filho-proprio; Branco; Feminino;0;0;40;Brasil; <=25K
33; Privado;58305; Curso-profissionalizante;11; Conjuge-civ-casado; Reparo-artesanal; Marido; Branco; Masculino;0;0;40;Brasil; <=25K
39; Privado;341672; Curso-profissionalizante;11; Conjuge-civ-casado; Suporte-Tecnico; Marido; Asiatico; Masculino;0;0;40;Brasil; <=25K
34; Privado;176648; Formado-EM;9; Divorciado; Assistente-administrativo; Nao-membro-da-familia; Negro; Masculino;0;0;42;Brasil; <=25K
24; ?;32616; Bacharelado;13; Divorciado; ?; Nao-membro-da-familia; Branco; Feminino;0;0;40;Brasil; <=25K
23; Privado;481175; Faculdade;10; Nunca-casou; Executivo-gerencial; Filho-proprio; Outros; Masculino;0;0;24;Brasil; <=25K
49; Privado;187454; Formado-EM;9; Conjuge-civ-casado; Vendas; Marido; Branco; Masculino;99999;0;65;Brasil; >25K
18; Privado;25837; Formado-EM;9; Nunca-casou; Outros-servicos; Nao-membro-da-familia; Branco; Masculino;0;0;25;Brasil; <=25K
20; Privado;385077; 3-colegial;8; Nunca-casou; Operador-maquina; Filho-proprio; Branco; Masculino;0;0;40;Brasil; <=25K
54; Privado;68985; Mestrado;14; Conjuge-civ-casado; Vendas; Marido; Branco; Masculino;0;0;55;Brasil; >25K
19; Privado;181572; Faculdade;10; Nunca-casou; Assistente-administrativo; Filho-proprio; Branco; Masculino;0;0;40;Brasil; <=25K
53; Privado;23698; Formado-EM;9; Conjuge-civ-casado; Reparo-artesanal; Marido; Branco; Masculino;0;0;46;Brasil; >25K
34; ?;268127; 3-colegial;8; Separado; ?; Nao-casado; Negro; Feminino;0;0;40;Brasil; <=25K
